employee_id,employee_name,department,job_title,store_id,manager_id,joining_date,employment_status,city,salary
290,Olivia Ferguson,Management,Cashier,20603,,2019-09-30,Active,Kathleenport,56924.88
291,Alexa Caldwell,Customer Service,Sales Executive,29516,,2018-12-29,Active,East Matthewbury,74047.04
292,Michael Keith,Customer Service,Department Lead,27784,,2024-02-18,Active,Blanchardshire,28705.64
293,Amber Dudley,Stockroom,Assistant Manager,9335,,2025-09-09,Active,Barnettshire,30951.02
294,Michael Rodriguez,Stockroom,Assistant Manager,8176,,2024-10-29,Active,Lake Jonside,44243.04
295,Christopher Carter,Customer Service,Assistant Manager,25588,,2015-12-16,Active,Port Patricia,35524.09
296,Steven Moore,Sales,Loss Prevention Officer,8958,,2015-10-28,Active,Rogersfort,71495.94
297,Clifford Lucas MD,Stockroom,Loss Prevention Officer,22699,,2024-03-02,Active,Emilyville,23822.22
298,Mariah Williams,Management,Assistant Manager,19577,,2015-06-08,Active,Michaelfurt,36765.34
299,Jonathan Porter,Sales,Store Manager,15447,,2025-11-21,Active,Chandlerville,43554.68
300,Donna Cunningham,Stockroom,Customer Service Rep,19271,,2016-01-25,Active,North Cindy,94128.53
301,Jessica Clark,Loss Prevention,Cashier,245,,2025-11-01,Active,Hornfort,46161.27
302,Crystal Farmer,Stockroom,Stock Clerk,14071,,2019-05-25,Active,North Sethville,49943.93
303,Bradley Sanchez,Stockroom,Assistant Manager,27078,,2023-10-21,Active,South Scott,25602.55
304,Jason Duncan,Front End,Customer Service Rep,14326,,2025-10-19,Active,New Darren,36713.76
305,Karen Marshall,Management,Merchandiser,7192,,2019-07-02,On Leave,Lewisland,38276.27
306,Linda Harmon,Front End,Merchandiser,23505,,2017-06-03,Terminated,Port April,77916.74
307,David Henry,Management,Merchandiser,12045,,2016-05-21,Active,New Lisastad,83783.85
308,Michael Jones,Stockroom,Merchandiser,26693,,2019-04-07,Terminated,Stantonshire,83341.57
309,Matthew Edwards,Sales,Department Lead,23506,,2015-11-03,Active,Lake Rogerburgh,24504.66
310,Lori Mckinney,Front End,Sales Executive,3257,,2018-12-18,Active,Burgessmouth,34902.66
311,Joshua Graham,Front End,Merchandiser,5566,,2020-02-10,Terminated,Oscarshire,90324.05
312,Juan Hicks,Management,Merchandiser,21572,,2017-01-22,Terminated,Martinezview,84432.97
313,Daniel Cook,Management,Merchandiser,3431,,2021-08-20,Active,Lake Joseph,45265.4
314,Mark Fitzgerald,Management,Cashier,4543,,2017-08-24,Active,Johnsonview,72977.34
315,Michelle Walker,Customer Service,Sales Executive,21563,,2022-03-06,Active,Tylermouth,50035.26
316,Kathryn Evans,Stockroom,Assistant Manager,28235,,2017-01-26,Active,Port Williamtown,38264.26
317,Tiffany Wall,Stockroom,Stock Clerk,24957,,2016-06-17,Active,Julieton,60283.68
318,James Parks,Front End,Loss Prevention Officer,1717,,2023-12-25,Active,Carpenterton,73469.63
319,Kari Hanna,Customer Service,Customer Service Rep,2764,,2017-11-11,Active,Jonathanton,27203.96
320,Carol Singleton,Customer Service,Merchandiser,12293,,2018-04-30,Active,Brandifurt,19395.91
321,Jeffrey Watson,Loss Prevention,Stock Clerk,3241,,2022-03-12,Active,Robertmouth,51434.59
322,William Washington,Management,Store Manager,18932,,2023-08-29,Active,Kellyfort,83007.05
323,Robert Werner,Management,Assistant Manager,24487,,2021-03-16,Terminated,Susanside,84188.97
324,Isabel Oneal,Stockroom,Sales Executive,28862,,2017-12-21,Active,East Robert,40723.17
325,Justin Butler,Stockroom,Cashier,23964,,2018-08-21,Active,Bellberg,48500.29
326,Melissa Marshall,Loss Prevention,Sales Executive,12509,,2019-11-07,Active,South Debbie,46322.57
327,Seth Knapp,Sales,Sales Executive,9927,,2023-01-02,Active,East Russellfurt,68838.08
328,Julie Craig,Management,Customer Service Rep,19951,,2024-04-22,Active,Pettyshire,47306.14
329,Brian Lopez,Customer Service,Customer Service Rep,22515,,2020-05-02,On Leave,Owenschester,46562.27
330,Ronald Smith,Stockroom,Customer Service Rep,3644,,2020-06-28,Active,Brentborough,21135.24
331,Evan Gomez,Stockroom,Merchandiser,15846,,2022-07-14,Active,Port Christine,88291.11
332,Monica Nichols,Stockroom,Department Lead,16253,,2026-03-21,Active,Port Benjaminfurt,30946.87
333,Robert Arnold,Stockroom,Customer Service Rep,11757,,2018-06-02,Active,Ericksonfort,18981.99
334,Amanda Herrera,Front End,Department Lead,681,,2020-08-07,Terminated,East James,24071.84
335,Clayton Taylor,Management,Assistant Manager,6735,,2022-09-28,Active,New Kevinbury,23952.01
336,Mary Ellis,Sales,Customer Service Rep,11631,,2025-01-05,On Leave,Jeanetteside,77458.9
337,William Davis,Management,Store Manager,23858,,2021-05-07,Active,Wallaceside,25068.13
338,Stephanie Downs MD,Loss Prevention,Customer Service Rep,2224,,2023-10-08,Active,Franklintown,80946.92
339,Crystal Stone,Front End,Stock Clerk,15689,,2024-04-27,Active,Wilsonstad,78645.52
340,Matthew Martinez,Sales,Department Lead,27899,,2018-03-16,Active,Stephanieshire,83794.25
341,Stephanie Hobbs,Loss Prevention,Assistant Manager,28876,,2020-08-09,Active,Holmesmouth,83580.81
342,Christopher Medina,Customer Service,Department Lead,24072,,2024-05-03,Active,Lake Christopher,33335.23
343,James Schmidt,Customer Service,Stock Clerk,11789,,2019-09-10,Active,New Tammy,93936.58
344,Cassie Moore,Sales,Sales Executive,7967,,2021-04-26,On Leave,East Timothyberg,19094.31
345,Anna Hall,Customer Service,Cashier,17556,,2025-05-01,Active,New Davidborough,51645.41
346,Calvin Briggs,Stockroom,Customer Service Rep,19698,,2017-09-18,Active,Garciafort,43897.65
347,Brian Harding,Front End,Loss Prevention Officer,18405,,2025-11-23,Active,West Anthonyshire,28916.67
348,Robert Russell,Management,Department Lead,13248,,2016-03-16,Active,Port Mariohaven,53916.9
349,Tyler Ford,Loss Prevention,Department Lead,16827,,2015-12-15,On Leave,North Cynthia,90696.65
350,Joseph Acevedo,Customer Service,Assistant Manager,3761,,2020-11-02,Active,Johnsonmouth,56936.48
351,Annette Williams,Front End,Assistant Manager,4024,,2021-11-11,Active,Houstonhaven,23277.51
352,Jimmy Blackwell,Front End,Assistant Manager,23304,,2021-08-18,Active,Johnside,61960.92
353,Tiffany Bond,Front End,Stock Clerk,18921,,2017-07-06,Active,New Karenville,78845.23
354,Jacqueline Marshall,Sales,Loss Prevention Officer,22347,,2017-09-26,Active,Lawrenceview,89523.93
355,Tamara Murray,Front End,Merchandiser,16236,,2021-02-17,Active,South Cynthiaview,27925.08
356,Joseph Pham,Customer Service,Loss Prevention Officer,11673,,2019-04-30,Active,Elizabethshire,90938.07
357,Kelly Hoffman,Customer Service,Sales Executive,25224,,2022-02-20,On Leave,East Matthew,23668.9
358,Andrew Thompson,Front End,Sales Executive,9497,,2020-03-25,Active,East Tara,24421.61
359,Steven Lewis,Front End,Assistant Manager,24184,,2015-07-18,Active,North Caleb,68938.22
360,Evan Hunt,Front End,Sales Executive,10407,,2024-03-15,Active,Jacobsville,83613.69
361,Jimmy Hansen,Customer Service,Store Manager,22856,,2020-09-08,Active,Lesterfort,33998.16
362,Ruth Johnson,Front End,Loss Prevention Officer,27104,,2020-10-23,Active,Quinnberg,24731.87
363,Tracie Johnson,Sales,Merchandiser,23547,,2017-06-24,Active,Christopherchester,39776.25
364,Isaiah Manning,Sales,Merchandiser,6590,,2016-05-03,Active,New Christopherfurt,92543.63
365,Jessica Robbins,Stockroom,Department Lead,28185,,2023-04-09,Active,Jacksonport,70491.32
366,Keith Wall,Front End,Sales Executive,9722,,2015-04-09,Terminated,Port Tina,18364.87
367,James Gordon,Customer Service,Stock Clerk,20298,,2021-03-19,Terminated,South Cassandra,31299.71
368,Andrea Wang,Sales,Sales Executive,3028,,2022-10-13,Active,Duartebury,55038.62
369,Barbara Brooks,Customer Service,Assistant Manager,16303,,2022-08-21,Active,Boltonmouth,56918.94
370,Tammy Alexander,Stockroom,Store Manager,18828,,2019-11-17,Active,Aliciaport,53409.75
371,Kelly Ortiz,Front End,Loss Prevention Officer,9107,,2015-03-27,On Leave,Waltonburgh,34145.57
372,Lisa Murillo,Sales,Assistant Manager,6514,,2024-01-29,Active,Donnabury,83262.97
373,Misty Kerr,Loss Prevention,Assistant Manager,17992,,2019-03-08,Active,Alexastad,61432.81
374,Jerry Campbell,Stockroom,Sales Executive,9729,,2019-02-27,Active,Port Kristen,43179.06
375,Allison Phillips,Sales,Cashier,17336,,2022-04-03,Active,Lake Robert,52816.38
376,Sean Zavala,Front End,Cashier,28769,,2015-10-07,Active,Lake Brittneyland,77190.17
377,David Thompson,Customer Service,Store Manager,15882,,2015-03-20,Active,Lake Lesliechester,26768.77
378,Robert Alvarez,Loss Prevention,Customer Service Rep,22269,,2017-12-10,Active,South Aaronstad,32829.03
379,Sarah Burns,Loss Prevention,Store Manager,7970,,2018-10-08,Active,West Kristen,85711.78
380,Sarah Mccormick,Customer Service,Merchandiser,38,,2019-12-01,Active,West Bethbury,34805.42
381,Laura Nelson,Stockroom,Cashier,1597,,2024-04-13,Active,Michaelberg,23577.88
382,Mariah Petty,Front End,Sales Executive,1918,,2024-05-11,Active,Port Matthew,41973.78
383,Jose Little,Sales,Assistant Manager,623,,2024-11-17,Active,Lake Charleston,55867.92
384,Michelle Mclean,Front End,Merchandiser,29697,,2021-09-21,Active,South Nathan,79415.8
385,Christy Barr,Management,Sales Executive,29886,,2016-07-20,Active,Watkinsville,35229.38
386,William Ray,Sales,Department Lead,2656,,2019-05-17,Terminated,Danieltown,42652.93
387,Louis Green,Front End,Cashier,28168,,2018-08-22,Active,Mitchellborough,75274.09
388,Miguel Swanson,Loss Prevention,Customer Service Rep,10279,,2015-02-26,Active,West Elizabethfurt,43049.16
389,Anthony Hess,Sales,Merchandiser,9263,,2017-10-23,Active,Edwardview,62568.14
390,Brian Simmons,Front End,Assistant Manager,16350,,2023-09-01,Active,New Katherinetown,24435.47
391,Betty Cox,Sales,Stock Clerk,10131,,2026-04-14,Terminated,Villegaston,63808.28
392,Jessica Shea,Management,Assistant Manager,2958,,2026-05-10,Active,Scottmouth,40168.56
393,Mr. Joseph Peterson,Management,Merchandiser,25550,,2025-04-06,On Leave,West Scottfurt,61039.86
394,Mary White,Customer Service,Customer Service Rep,14409,,2021-02-04,Active,Rachelberg,46753.2
395,Ashlee Hernandez,Management,Cashier,25387,,2016-08-05,Active,South Deanna,44602.17
396,Lisa Howard,Stockroom,Department Lead,6996,,2018-11-22,Terminated,New Kennethton,90368.47
397,Kristen Bradley,Front End,Merchandiser,3749,,2022-09-11,Active,North Johnmouth,79917.03
398,Eric Gonzalez,Sales,Sales Executive,11038,,2021-12-15,Active,New Bryan,19360.84
399,Michael Moore,Sales,Cashier,15157,,2017-09-14,Active,Rebeccafort,18502.15
400,Ashley Jones,Sales,Loss Prevention Officer,21982,,2025-04-07,Active,New Barbara,66631.56
401,Kimberly Campbell,Stockroom,Customer Service Rep,866,,2022-01-28,Active,Lake Toddburgh,78588.6
402,Jeremy Fuller,Customer Service,Customer Service Rep,20125,,2023-09-02,Active,Angelaside,28602.81
403,Jessica Barnett,Loss Prevention,Sales Executive,19707,,2015-11-24,Active,Tinahaven,36193.8
404,Tiffany Sims,Sales,Customer Service Rep,21957,,2016-01-20,Active,Rodneyborough,51377.34
405,Renee Vaughn,Customer Service,Stock Clerk,2172,,2017-04-17,Active,East Matthewmouth,71782.74
406,Yolanda Garcia,Management,Stock Clerk,1033,,2026-04-07,Active,New Jennifer,27557.07
407,Cheryl Stevens,Loss Prevention,Loss Prevention Officer,25816,,2022-10-13,Active,Port Marymouth,31297.1
408,Samantha Briggs,Loss Prevention,Stock Clerk,3639,,2015-11-24,Active,East Prestonberg,39228.93
409,Ruben Trevino,Stockroom,Merchandiser,5794,,2020-11-06,Terminated,East Raymond,69346.94
410,Andre Jacobs DDS,Sales,Sales Executive,17635,,2026-01-12,Active,Mcgeeborough,66073.4
411,Tricia Mendez,Sales,Customer Service Rep,20661,,2023-06-24,Active,North Vanessashire,50587.5
412,Samuel Collier,Front End,Merchandiser,27659,,2024-12-04,Active,New Erik,82718.19
413,John Brown,Customer Service,Store Manager,4812,,2018-01-17,Active,Debraside,32240.75
414,Janice Gray,Loss Prevention,Customer Service Rep,198,,2022-10-30,On Leave,Kyletown,31404.02
415,Carolyn Quinn,Stockroom,Loss Prevention Officer,6189,,2016-01-18,Active,Juanburgh,24177.81
416,Paul Jimenez,Management,Cashier,11950,,2018-11-08,Active,North Stacyview,36498.62
417,Janice Taylor,Sales,Store Manager,20228,,2025-04-03,Active,North Stephanieville,86744.75
418,Anna Davis,Front End,Store Manager,17541,,2019-11-09,Active,Tonyashire,25973.13
419,Susan Williams,Front End,Stock Clerk,6557,,2016-03-28,Active,Port Anthonyshire,39533.78
420,Christina Willis,Loss Prevention,Loss Prevention Officer,27248,,2015-11-22,Active,West Erica,70178.0
421,Nicholas Vasquez,Customer Service,Department Lead,18190,,2019-08-06,Active,West Phillip,83508.4
422,Julie Cooper,Sales,Sales Executive,11171,,2022-09-12,Active,Ericburgh,30908.82
423,Robert Conway,Sales,Loss Prevention Officer,6443,,2026-03-01,Active,South Paula,75773.2
424,Steven Evans,Front End,Store Manager,25284,,2015-02-25,Active,North Mary,79925.72
425,Mike Carson,Sales,Cashier,28800,,2020-04-28,Active,East Victoria,26046.6
426,Maria Myers,Loss Prevention,Sales Executive,846,,2025-04-08,Active,Rhodesbury,65859.45
427,Jordan Kirk,Management,Merchandiser,19161,,2026-06-24,Active,Jenniferfort,93093.06
428,Fernando Hall,Stockroom,Department Lead,20731,,2024-01-20,Active,Mcdonaldhaven,91652.85
429,Michelle Everett,Management,Sales Executive,1664,,2022-05-07,Active,West Andrew,62847.01
430,Barbara Lara,Loss Prevention,Merchandiser,23494,,2024-06-21,Active,Parsonston,46532.31
431,George Johnson,Customer Service,Department Lead,10955,,2021-07-13,Active,Jeffreyland,79232.39
432,Danielle Mitchell,Stockroom,Stock Clerk,18828,,2019-08-27,Active,North Cheryl,27703.77
433,Chase Tran,Stockroom,Department Lead,16530,,2015-10-08,Active,East Andreahaven,71213.84
434,Matthew Owens,Front End,Assistant Manager,29749,,2023-05-15,Active,Lake Wendy,22868.98
435,Mark Davenport,Sales,Customer Service Rep,13493,,2017-01-12,Active,Nicholsonbury,68870.84
436,Tracey Decker,Sales,Sales Executive,10877,,2025-06-04,Active,West Bruce,48178.86
437,Jared King,Stockroom,Customer Service Rep,16816,,2020-03-15,Active,Georgeville,22826.69
438,Vanessa Cook,Front End,Customer Service Rep,25329,,2016-11-20,Active,Wilcoxhaven,60905.97
439,Monique Owen,Sales,Customer Service Rep,5244,,2026-04-14,Terminated,Lake Jasonshire,61727.12
440,Bryan Bryan,Stockroom,Assistant Manager,20291,,2024-01-26,On Leave,Christinahaven,91767.42
441,Kevin Mcpherson,Sales,Customer Service Rep,9337,,2022-07-31,Active,Charlesfort,43782.13
442,James Scott,Sales,Stock Clerk,29949,,2016-11-15,Active,West Kimberly,40972.51
443,Joseph Krause,Sales,Store Manager,12492,,2021-03-08,Active,Sierrafort,80551.22
444,Destiny Luna,Stockroom,Assistant Manager,28872,,2023-07-16,Active,East Larry,27701.9
445,Daniel Herring,Front End,Cashier,3993,,2022-11-25,Active,Keithchester,33464.26
446,Loretta Weaver,Stockroom,Stock Clerk,20358,,2017-06-10,Active,Lake Davidfort,83059.2
447,Grace Wood,Front End,Customer Service Rep,10505,,2021-06-20,Active,Tammieport,27891.35
448,Alexander Willis,Stockroom,Stock Clerk,25547,,2019-05-08,Active,East Rogermouth,93002.96
449,Brenda Dunlap,Sales,Sales Executive,24432,,2020-05-31,Active,Taylorfort,46062.04
450,Sergio Jones,Sales,Sales Executive,3700,,2021-08-18,Active,North Heidiview,30224.93
451,Kyle Smith,Customer Service,Store Manager,22432,,2019-12-22,Active,East Rebecca,83233.25
452,Amber Johnson,Customer Service,Assistant Manager,7990,,2016-01-06,Active,West Debrafort,88514.75
453,Bobby Oconnell,Management,Department Lead,9956,,2015-02-13,Active,East Gregorymouth,50423.74
454,James Barr,Loss Prevention,Loss Prevention Officer,23622,,2023-05-04,Active,Mendozaview,38464.0
455,Courtney Williams,Customer Service,Department Lead,3029,,2019-03-14,Active,Gabrielstad,18428.18
456,Katie Kennedy,Customer Service,Merchandiser,5199,,2025-02-22,Active,South Michele,40657.49
457,Joel Shannon,Customer Service,Merchandiser,28322,,2016-07-07,Active,Lake Melody,34740.08
458,Perry Le,Sales,Sales Executive,1219,,2021-07-29,Active,North Teresaberg,68624.89
459,Michael Pugh,Sales,Assistant Manager,13733,,2016-05-14,Active,Triciaport,70248.41
460,Stephen Lopez,Customer Service,Department Lead,27498,,2020-06-04,Active,Travisland,83944.96
461,Julia Perkins,Loss Prevention,Customer Service Rep,25717,,2017-10-22,Active,East Tyler,88963.11
462,Michael Mcdaniel,Stockroom,Merchandiser,29053,,2018-08-08,Active,South George,40802.06
463,William Christensen MD,Management,Customer Service Rep,20103,,2023-02-15,Active,East Audrey,64287.13
464,Alison Gonzales,Loss Prevention,Assistant Manager,21005,,2019-04-07,Terminated,Gonzalezland,37371.58
465,Wendy Gates,Sales,Stock Clerk,18710,,2024-03-05,Terminated,Romanberg,86148.84
466,Mark Simpson,Loss Prevention,Customer Service Rep,17649,,2017-04-01,Active,Haydenberg,69089.92
467,Charles Hardy,Management,Loss Prevention Officer,1425,,2024-03-25,Active,Lopezberg,62958.42
468,Jessica Lloyd,Customer Service,Store Manager,23316,,2015-10-22,Active,North Joshuamouth,78103.36
469,Joseph Simpson,Stockroom,Cashier,26910,,2020-02-03,Active,Lake James,51302.08
470,Zachary Conrad,Front End,Stock Clerk,25465,,2021-12-01,Active,Williamville,80950.71
471,Jessica Nguyen,Loss Prevention,Assistant Manager,8427,,2024-02-06,Active,Donnaville,50215.07
472,William Torres,Loss Prevention,Assistant Manager,3812,,2021-03-06,Active,Jamesstad,21541.42
473,Misty Hughes,Sales,Stock Clerk,4689,,2023-06-09,Active,Mcclainberg,53933.67
474,Patricia Wilson,Management,Department Lead,9767,,2026-01-10,Active,Marybury,89646.89
475,Sean Mullins,Stockroom,Stock Clerk,21147,,2016-02-18,Active,Muellermouth,93194.28
476,Kathleen James,Stockroom,Sales Executive,7977,,2023-12-16,Active,East Meghantown,31979.63
477,Jeffery Watson,Management,Department Lead,7810,,2023-03-10,On Leave,Crystalville,27018.35
478,Michael Ayala,Loss Prevention,Sales Executive,8649,,2023-02-19,Active,East Jamiemouth,71721.07
479,Katie Harrison,Loss Prevention,Department Lead,27266,,2017-09-11,Active,Elliottchester,54762.37
480,Cody Smith,Management,Cashier,22789,,2019-01-13,Active,Joshuastad,42283.12
481,Leslie Hanson,Customer Service,Stock Clerk,29461,,2019-04-10,Active,Kerrychester,23159.73
482,Craig Moran,Front End,Sales Executive,28487,,2016-04-07,Active,Courtneyfurt,29488.77
483,Kristen Castro,Management,Customer Service Rep,8846,,2025-10-06,Terminated,Port Jason,83478.4
484,James Watson,Stockroom,Merchandiser,8426,,2025-03-29,Active,Robertbury,21821.0
485,Christine Armstrong,Management,Sales Executive,27526,,2016-06-25,Active,Kiaraborough,67779.02
486,Robert Foster,Management,Merchandiser,28081,,2017-05-16,Active,East Nicole,34470.77
487,Molly Hicks,Loss Prevention,Loss Prevention Officer,16123,,2021-08-07,Active,New Caitlin,19583.45
