employee_id,employee_name,department,job_title,store_id,manager_id,joining_date,employment_status,city,salary
25360,Nicole Wright,Customer Service,Store Manager,999999,7122.0,2026-05-09,Active,Jenniferborough,60674.04
25005,Amy Harding,Stockroom,Customer Service Rep,3912,9731.0,2018-10-13,Active,Lake Annamouth,74715.46
22480,Shari Williams,Front End,Assistant Manager,28444,3183.0,2026-04-20,Active,Chanfurt,53128.63
3843,Ryan Smith,Customer Service,Sales Executive,28873,1854.0,2024-03-20,Active,Lake Natasha,32871.08
4943,Richard Garcia,Management,Loss Prevention Officer,22698,778.0,2021-05-26,active,Watkinsmouth,1342412.25
30020,Mark Burke,Loss Prevention,Assistant Manager,23733,11034.0,2026-01-18,Active,Michellemouth,33329.71
26242,Tonya Flores,Stockroom,Cashier,4729,23057.0,2015-05-25,Active,Port Terry,40231.24
3674,Daniel Gomez,Stockroom,Stock Clerk,14989,2852.0,2017-07-11,Active,Guzmanville,53446.02
5305,Ricky Torres,Sales,Store Manager,17847,463.0,2020-03-20,Active,New Dawnland,88287.49
15873,Joshua Anderson,Management,Loss Prevention Officer,22729,886.0,2021-09-13,Active,Johnhaven,32839.98
13070,Thomas Cameron,Customer Service,Department Lead,7941,10815.0,2023-07-03,Active,North Markport,85412.37
24547,Evan Gomez,Front End,Store Manager,21063,1141.0,2024-07-30,ACTIVE,Johnmouth,29108.45
13369,Michael Adams,Sales,Store Manager,15729,10337.0,2016-09-01,Active,Anthonyberg,44785.22
26707,Dennis Adams,Front End,Sales Executive,5483,6608.0,2021-07-22,Active,Lake Elizabethside,21458.6
2413,Alexandra Duncan,Front End,Customer Service Rep,10040,1321.0,2020-05-08,Active,East Jeff,85409.07
20717,Robert Rodriguez,Sales,Assistant Manager,25753,13245.0,2020-03-25,Active,Port Cynthia,43551.53
16229,Larry Mendoza,Customer Service,Loss Prevention Officer,8948,357.0,2024-10-26,Active,Lake Dustin,25606.29
18314,Katrina Johnson,Sales,Cashier,6643,10406.0,2023-01-18,Active,Phillipsbury,60451.89
25491,Cody Lee,Sales,Department Lead,27264,13909.0,2016-11-05,Active,West Michealmouth,38199.03
1881,Katrina Snyder,Loss Prevention,Sales Executive,29900,1693.0,09/04/2020,Active,East Virginiamouth,83795.31
10141,Wanda Carr,Stockroom,Customer Service Rep,14402,7905.0,27/10/2023,Active,Martinezborough,44323.22
3588,Elizabeth Thomas,Front End,Loss Prevention Officer,26572,3049.0,27/10/2023,On Leave,South Johnville,42394.52
28790,Renee Harper,Stockroom,Store Manager,927,2667.0,2017-02-24,Terminated,West Margaret,18096.29
12775,Travis Rivera,Front End,Department Lead,12288,3826.0,01/11/2017,On Leave,Kimton,41487.2
23029,Brooke Walls,Loss Prevention,Store Manager,22198,7319.0,2021-05-05,Active,Audreyhaven,85342.09
11162,Michelle Willis,Customer Service,Department Lead,21267,4596.0,2023-02-22,Active.,Lake Amanda,51763.88
21269,Scott Walker,Loss Prevention,Assistant Manager,8367,8036.0,2018-10-14,Terminated,Parkston,37136.64
23814,Daniel Soto,Sales,Cashier,21495,5708.0,,Active,Charlesmouth,55878.96
3435,Ricky Garza,Customer Service,Customer Service Rep,10904,2498.0,2017-11-23,Active,Johnton,84483.04
7786,Teresa Smith,Loss Prevention,Department Lead,21995,2702.0,09/10/2020,Active,Larsonland,85769.91
826,Betty Carter,Management,Customer Service Rep,19934,705.0,2021-10-28,ACTIVE,South Edward,88968.49
28043,Jeffrey Rowland,Front End,Store Manager,27930,8337.0,2020-08-31,Active,Barbarashire,84246.58
6736,Debra Williams,Loss Prevention,Cashier,10659,2980.0,2019-09-05,Active,Jameschester,
13601,Megan Conley,Management,Customer Service Rep,8712,9561.0,2022-12-30,Terminated,Katherineport,90031.21
15695,Anthony James,Stockroom,Store Manager,24623,4526.0,2020-11-05,Active.,Jonesland,71120.11
29686,Darryl Adams,Customer Service,Loss Prevention Officer,13475,17023.0,2024-09-26,Active,Lake Brenda,34627.05
5037,Amy Klein,Stockroom,Stock Clerk,18278,1439.0,2021-07-07,Active,East Jorge,48827.45
13565,Yvette Trujillo,Sales,Sales Executive,6190,2422.0,2016-07-20,active,Reynoldsville,73346.86
26689,Vicki Williams,Customer Service,Store Manager,5171,20080.0,2021-10-09,Terminated,Lorimouth,46690.28
13370,John Robinson,Front End,Merchandiser,5207,9433.0,2015-03-15,On Leave,North Michael,23236.47
1201,Kelly Gonzales,Customer Service,Sales Executive,27867,1190.0,2026-01-29,Active,East Dianafort,87934.72
8631,Nathan Ballard,Loss Prevention,Cashier,14940,6040.0,2016-09-21,Active.,Villaview,63865.64
21459,Sandra Rivera,Customer Service,Loss Prevention Officer,23654,8331.0,2018-09-28,Active,Ashleymouth,68539.32
25994,Scott Dunn,Sales,Department Lead,12777,12465.0,2015-05-15,Active,East Nicole,78996.54
415,Carolyn Quinn,Stockroom,Loss Prevention Officer,6189,,2016-01-18,Active,Juanburgh,24177.81
21579,Mitchell Mitchell,Front End,Stock Clerk,5975,9646.0,2015-05-18,ACTIVE,Amymouth,93414.55
5076,Cole Hayes,Stockroom,Department Lead,755,1276.0,2020-06-03,Active,New Kathleenfort,81837.58
16245,Madison Moore,Management,Merchandiser,23036,1467.0,2025-11-11,Active,North Kathryn,41343.91
25462,Katherine White,Customer Service,Customer Service Rep,13708,12140.0,2020-01-18,Terminated,West Matthewville,91954.78
9232,Miguel Berger,Management,Assistant Manager,1506,4882.0,2020-09-28,Active,Shirleystad,72768.37
21676,Kelli Cross,Customer Service,Department Lead,999999,11622.0,2021-01-26,Active,East Alexisville,92986.33
29082,Amanda Dillon,Stockroom,Customer Service Rep,1258,11332.0,2024-10-15,Active,Williamstad,70715.74
1535,Amy Gutierrez,Stockroom,Store Manager,12720,626.0,2017-09-06,Active,Aaronmouth,31268.39
10396,Christina Lawson,Loss Prevention,Department Lead,27514,6345.0,2021-02-09,Active,Lake Kevin,77178.82
15286,Angela Foster,Front End,Store Manager,6761,5950.0,2025-05-12,Active,West Nathan,27619.31
19910,Jillian Woods,Sales,Customer Service Rep,29380,5165.0,2016-07-21,Active,Arnoldchester,44875.34
9834,Vanessa Fields,Sales,Store Manager,4302,7678.0,2019-05-16,Active,West Alice,22780.57
23416,Michael Hall,,Stock Clerk,25344,4131.0,2018-12-01,ACTIVE,Kirkside,61692.38
29273,Isaiah Taylor,Front End,Stock Clerk,24102,3085.0,03/11/2022,Active,Pattersonbury,35133.9
15385,Joshua Moon,Front End,Sales Executive,22981,14375.0,2024-03-17,Active,Robinsonfort,55919.21
23107,Kenneth Santiago,Sales,Assistant Manager,9984,1199.0,31/07/2026,Active,Walkershire,71377.73
21304,Gregg Martinez,Management,Department Lead,4677,17920.0,2019-02-28,Terminated,Jordanside,44276.88
23906,Eduardo Monroe,Front End,Stock Clerk,22475,5650.0,2015-12-31,Terminated,Thomasfort,32835.87
24636,Scott Dominguez,Sales,Store Manager,9203,22403.0,2020-05-02,Terminated,Lake Edgarmouth,19807.21
17444,Thomas Long,Stockroom,Department Lead,27046,7397.0,2021-10-05,ACTIVE,Kristenborough,67954.53
3730,Tamara Harris,Stockroom,Merchandiser,9872,2456.0,2015-09-13,ACTIVE,Kristinastad,78142.68
19749,Brittany Mcgee,Stockroom,Loss Prevention Officer,29391,9085.0,2023-07-13,Active,North Philip,50573.3
29497,Joseph Caldwell,Customer Service,Cashier,489,22248.0,2021-12-02,Active,Lake Eric,31460.68
20190,Jose Wade,Loss Prevention,Sales Executive,13310,7013.0,2021-10-15,Active,Shannonchester,43149.32
5862,Heather Jones,Customer Service,Merchandiser,9182,1812.0,2021-05-06,Active,Smithview,18354.25
3081,Brenda Baxter,Stockroom,Loss Prevention Officer,16220,300.0,2020-05-29,Active,Kaylaberg,26557.27
3784,Carlos West,Stockroom,Cashier,8226,2652.0,2017-10-06,Active,Esparzamouth,27814.59
26042,Brittany Smith,Stockroom,Department Lead,4626,11516.0,2015-11-30,Active,South Danahaven,65126.64
16564,Tina Hill,Stockroom,Merchandiser,13080,7498.0,2025-06-03,Active,Port James,20849.51
3930,Miranda Nguyen,Customer Service,Loss Prevention Officer,19490,1017.0,2020-10-13,Active,Whitemouth,45422.69
1638,Stephen Greene,Sales,Department Lead,24810,1239.0,2020-11-12,Active,East Michael,35680.63
25823,Gail Hughes,Sales,Customer Service Rep,14269,2415.0,2024-06-03,Terminated,Lake Rachel,61771.54
17589,Sheryl Bell,Sales,Sales Executive,17433,9428.0,2022-07-10,Active,Triciabury,21140.35
14807,Andrew Kemp,Loss Prevention,Department Lead,29330,14429.0,2024-05-09,active,South Teresa,64041.92
22902,Kimberly Mcdonald,Front End,Loss Prevention Officer,20393,9142.0,2025-06-27,Active,Dawsonland,30829.36
3394,Richard Wang,Sales,Department Lead,17612,298.0,18/08/2020,Active,West James,89768.48
3389,Autumn Collins,Front End,Department Lead,999999,1756.0,2026-04-14,Active,Garcialand,51264.91
10036,Diane Allen,Management,Loss Prevention Officer,3766,2024.0,06/01/2017,Active,North Davidfort,27647.18
4110,Michelle Hansen,Customer Service,Sales Executive,29344,3652.0,2024-07-21,Active,Timothyberg,60522.28
24790,Katie Sharp,Customer Service,Cashier,9476,4026.0,2021-03-31,Active,Michaelburgh,58970.95
19370,Kyle Gutierrez,Management,Customer Service Rep,25966,17240.0,17/09/2022,Active,Alexisview,52299.76
14748,Natalie Peterson,Customer Service,Stock Clerk,14424,9533.0,2025-03-21,Active,Davidborough,75481.3
7101,Christopher Clark,Loss Prevention,Department Lead,3809,7033.0,2021-10-05,Active,Robinborough,34210.86
2177,Aaron Santiago,Loss Prevention,Assistant Manager,25300,1797.0,2023-08-20,Active,Port Chelsea,
6350,John Mann,Customer Service,Merchandiser,9321,2807.0,2019-05-20,Active,Williammouth,67416.12
7297,Wendy Leonard,Front End,Merchandiser,13025,1087.0,2023-01-14,Active,Phamton,56397.53
11125,Jason Woods,Management,Cashier,5321,1396.0,2017-11-28,Active,Ebonyberg,47916.95
6442,Shane Hicks,Sales,Loss Prevention Officer,28145,5535.0,2019-09-09,Terminated,Lewisport,22937.91
8044,Michael Powers,Sales,Cashier,10258,3923.0,2022-09-27,Active,New Nicole,18046.21
10927,Miss Deborah Hicks,Customer Service,Customer Service Rep,4348,4553.0,2015-11-02,Active,Port Rachelfurt,49919.54
21625,Nicole Howard,Stockroom,Merchandiser,15657,3364.0,,Active,West Samanthastad,39524.42
9219,Isabel Gill,Front End,Department Lead,5646,7597.0,14/09/2022,Active,New Carol,46242.06
952,Adam Schwartz,Loss Prevention,Department Lead,29085,742.0,2021-04-08,Active,Victoriahaven,78234.31
7936,Alexander Mora,Sales,Customer Service Rep,18577,4317.0,04/02/2017,Active,Port Davidhaven,92341.83
1451,Samantha Jenkins,Management,Merchandiser,11097,738.0,2026-01-24,Active,North Michaelfort,30597.44
1026,Rodney Moore,Customer Service,Sales Executive,21602,662.0,28/03/2022,Active,Lake Samuel,63006.27
5360,John Simon,Loss Prevention,Merchandiser,1206,4663.0,2023-09-11,Active,Wolfport,27318.72
15617,Stephanie Thompson,Front End,Sales Executive,1592,10526.0,2024-10-22,Active,Christineburgh,91050.55
25926,Cristina Garza,Front End,Sales Executive,10993,18151.0,2023-04-15,Terminated,Joneshaven,77825.24
6446,Craig Atkins,Front End,Customer Service Rep,2582,250.0,2023-11-26,Active,Port John,24070.45
13568,Lori Maldonado,Loss Prevention,Stock Clerk,28071,8843.0,2019-07-28,ACTIVE,Mariamouth,29535.05
2362,Gerald Aguilar,Stockroom,Sales Executive,12398,713.0,,Active,South Joshuaville,69867.26
17326,  Jamie Webster  ,Sales,Assistant Manager,11955,3512.0,2017-11-27,Active.,Lake Loriview,93632.96
9276,  Christina Johnson  ,Customer Service,Sales Executive,4837,3902.0,2025-03-09,Active,Palmermouth,69983.39
17368,Ariel Martinez,Loss Prevention,Loss Prevention Officer,6724,6918.0,28/06/2024,Active,East Shannonborough,42132.37
13043,David Miller,Sales,Store Manager,9163,3408.0,2019-02-23,Active,Evansshire,68044.9
18021,Ronald Choi,Front End,Merchandiser,22934,2042.0,07/02/2017,Active.,East Christine,24006.13
8599,Joseph Young,Front End,Customer Service Rep,4298,7076.0,2022-05-24,Active,Bryanthaven,54092.0
3178,Jose Jones,Customer Service,Sales Executive,16819,512.0,2023-07-23,Active,South Andrewborough,56835.35
3063,Brent Matthews,Stockroom,Cashier,8700,1363.0,2015-12-03,Active,Lake Sharonberg,36045.6
15860,Evan Morrison,Stockroom,Cashier,18078,7065.0,15/04/2023,Active,Pearsonhaven,75382.93
27169,Danny Casey,Management,Loss Prevention Officer,9967,1684.0,2018-02-12,Terminated,Shelleyburgh,65753.38
16130,Nancy Mills,Sales,Stock Clerk,10920,3931.0,03/06/2021,Active,Katherineton,78158.14
24302,Edwin Lewis,Front End,Cashier,6047,11637.0,2020-02-11,Active,North Jesseville,64482.63
3630,Nicole Cruz,Loss Prevention,Store Manager,26032,2547.0,2019-09-16,Active,Christinaside,71456.21
23012,Kimberly Green,Loss Prevention,Loss Prevention Officer,14635,21058.0,2026-07-17,Active,Port Michael,32532.57
13533,Steven Oconnor,Management,Store Manager,19841,599.0,2016-11-13,Active,Rodriguezborough,74794.44
19128,Brandon Morris,Sales,Sales Executive,6898,812.0,2024-01-26,Active,East Melanie,69657.98
29197,Julia Mckee,Loss Prevention,Loss Prevention Officer,5443,10125.0,2022-10-01,Active,East Seanmouth,24868.67
5718,  Ian Smith  ,Front End,Loss Prevention Officer,17091,2083.0,2024-08-31,Active,Lake Thomas,44297.74
9685,Michael Gonzales,Customer Service,Merchandiser,21617,1686.0,2026-07-02,Active,Petersonmouth,82225.56
29171,Brittany Anderson,Front End,Stock Clerk,13184,23949.0,2022-02-22,On Leave,Rebeccabury,93934.91
3908,Julie Brown,Loss Prevention,Loss Prevention Officer,14267,3363.0,2015-04-04,Active,Parkstown,73973.64
29653,Jenny Simpson,Stockroom,Cashier,4382,3021.0,2022-10-19,active,Port Maryfort,42472.95
29680,Ross Campbell,Management,Customer Service Rep,8992,21479.0,2025-04-12,Active,Petersonside,85678.47
26282,Latoya King,Front End,Stock Clerk,25643,14557.0,24/03/2024,Active,Chrismouth,56849.52
3269,Justin Alvarado,Management,Department Lead,10962,1698.0,2017-08-28,Active,West Emilyshire,28543.48
17308,Justin Taylor,Front End,Sales Executive,20201,15997.0,2022-03-25,Active,North Scott,55848.68
18989,Kevin Gould,Management,Sales Executive,21959,7660.0,2025-08-19,Active,Amberfort,63363.55
18273,Sarah Shields,Loss Prevention,Store Manager,2687,5652.0,2022-12-28,Active,Lake Mark,84955.47
25111,Brett Newman,Management,Merchandiser,15663,20983.0,2024-03-29,active,Bethanyside,32286.58
2949,Philip King,Customer Service,Department Lead,18082,395.0,2017-06-15,Terminated,Reginamouth,92165.08
19773,Benjamin Morgan,Customer Service,Department Lead,4125,16908.0,2022-04-04,Active,North Johnhaven,78184.86
17810,Walter Jensen,Stockroom,Store Manager,23742,16149.0,2023-01-22,Active,Williamview,37889.08
24608,Sherri Henderson,Sales,Loss Prevention Officer,18369,7031.0,2021-12-06,Active,Woodsville,93803.96
20663,Erika Romero,Management,Cashier,14192,12374.0,2021-02-26,Active,Kimview,18034.86
29648,Karen Myers,Front End,Department Lead,9798,17005.0,2019-09-13,Active.,East Courtney,38557.16
20877,Robert Jones,Stockroom,Sales Executive,6623,431.0,2018-12-23,ACTIVE,West Ann,63147.26
3258,Cesar Lee,Management,Store Manager,9293,937.0,2026-03-19,On Leave,Lake Scott,51414.62
14731,Alejandro Baker,Front End,Store Manager,5656,12306.0,2016-07-30,Active,Raymondfort,36559.53
635,Natasha Fernandez,Customer Service,Cashier,4849,,2025-05-14,Active,North Cameronhaven,35976.86
5551,Robert Dyer,Management,Customer Service Rep,7654,3172.0,2020-08-20,Terminated,East Antoniofurt,87800.79
30033,Katie Erickson,Loss Prevention,Loss Prevention Officer,5863,26517.0,2018-04-18,On Leave,West Vanessa,57503.15
8117,Jesse Miller,Loss Prevention,Loss Prevention Officer,17624,6569.0,2020-09-13,Active,New Teresa,85688.19
16810,Lisa Brown,Loss Prevention,Customer Service Rep,25640,15519.0,2021-06-12,Active,West Yolandaside,19219.0
22160,John Osborn,Management,Sales Executive,3394,7016.0,2019-03-15,Active,Alvarezstad,82038.14
25558,Dawn Hawkins,Customer Service,Stock Clerk,29744,8366.0,2019-11-22,Active,Parsonschester,31647.51
29529,Denise Coleman,Loss Prevention,Merchandiser,24973,14044.0,2017-11-12,On Leave,Lake Markfurt,57470.67
22060,Shawna Johnson,Front End,Stock Clerk,1789,3630.0,2024-03-18,Terminated,Johnstontown,74170.2
24287,Mark Miller,Loss Prevention,Store Manager,23174,3642.0,2020-08-05,Active,Port Amandatown,62256.04
5806,  Leslie Hall  ,Stockroom,Assistant Manager,15372,1185.0,2024-10-26,Active,West Lisaburgh,59778.96
19204,Cory Hartman,Customer Service,Cashier,16548,2941.0,2025-07-29,Active,Lake Tiffanymouth,64133.31
628,Tiffany Lopez,Sales,Department Lead,11643,,2026-02-26,ACTIVE,Lake Donald,93434.55
24046,Dr. Lori Huang,Loss Prevention,Sales Executive,5493,13578.0,2015-12-08,Active,East Olivia,71816.44
14469,Andrea Hill,Sales,Stock Clerk,20369,10337.0,2025-03-16,Active,Stephenburgh,26103.49
6707,Benjamin Harris,Stockroom,Store Manager,13491,4330.0,2020-02-12,Active,Albertborough,84028.44
16738,Wendy Krueger,Front End,Assistant Manager,12390,7663.0,2026-07-29,Active,Morrisonfort,40546.19
3844,Anthony Bell,Loss Prevention,Merchandiser,102,3286.0,2024-01-10,Terminated,Walterstown,22568.51
6683,Jessica Solomon,Stockroom,Cashier,24765,3995.0,2024-11-06,Active,Randallfort,61371.15
422,Julie Cooper,Sales,Sales Executive,11171,,2022-09-12,Active.,Ericburgh,30908.82
23606,Kenneth Young,Management,Cashier,984,7539.0,2021-08-04,Active,Hunterside,62693.89
9096,Erik Jacobs,Loss Prevention,Loss Prevention Officer,8064,7968.0,2021-02-20,Active,Fitzgeraldtown,79621.31
25142,Jeffrey Joseph,Stockroom,Cashier,16892,16388.0,2018-01-13,Active,Lake Jacquelinehaven,26355.11
16503,Jennifer Baker,Front End,Merchandiser,17596,14777.0,2016-07-28,Active,Lake Timothystad,29886.99
25357,James Ferguson,Customer Service,Merchandiser,23246,12626.0,2019-12-11,Active,Miguelmouth,70756.83
7414,Alexandra Freeman,Customer Service,Loss Prevention Officer,26354,530.0,2018-08-20,Terminated,Elizabethport,90959.57
14972,April Turner,Management,Cashier,10600,12438.0,16/08/2017,Active,Zacharymouth,81642.01
15446,Kristen Vang,Sales,Customer Service Rep,24723,10146.0,2021-12-15,Active,Smithfort,79882.78
2186,Michelle Lopez,Stockroom,Stock Clerk,6906,1877.0,2025-04-03,Active,New Danielfort,34040.26
24316,George Walsh,Management,Department Lead,21295,1953.0,2015-11-16,Active,Jamesmouth,82948.21
17898,Stacey Fuller,Sales,Store Manager,9823,6168.0,2022-09-07,Active,West Shawn,48339.09
1821,Dan Reed,Management,Stock Clerk,29681,1762.0,2018-08-07,Active,North Ashley,69704.46
2723,David Roberts,Management,Store Manager,5073,1574.0,2016-10-25,Active.,Paulburgh,
20182,Eugene Pope,Sales,Sales Executive,938,1498.0,2023-05-26,Active,Port Jamie,58183.34
9825,  Mario Harmon  ,Sales,Stock Clerk,22950,8463.0,24/05/2018,Active,Bernardstad,26108.65
19425,Frances Roberson,Customer Service,Store Manager,7923,15966.0,07/08/2015,active,Mendezborough,45309.2
6076,Vanessa Aguirre,Front End,Cashier,2507,3800.0,2022-03-11,Active,Port Thomas,27539.09
16148,Deanna Thomas,Stockroom,Customer Service Rep,29589,364.0,2018-12-18,Active,Mendozamouth,92616.48
26021,Jacob Gilbert,Stockroom,Cashier,8005,3902.0,2016-02-08,Active,Port Earlfort,85512.96
28094,David Carter,Stockroom,Loss Prevention Officer,28818,7476.0,2019-05-26,Active,Charleshaven,93274.37
8595,Adam Bell,Loss Prevention,Loss Prevention Officer,22540,1496.0,2021-04-24,On Leave,North Todd,66981.92
4425,John Jones,Sales,Cashier,27335,1067.0,2020-05-16,Active,North Fernando,30295.83
21230,Dylan Campbell,,Store Manager,15724,17365.0,2017-05-23,Active,West Bonnieborough,79387.31
3799,Amy Jordan,Management,Stock Clerk,9406,1585.0,11/08/2026,Active,South Catherineside,64388.71
11649,William Ray,Front End,Customer Service Rep,25721,2897.0,2019-01-07,Active,Tylerville,61072.98
28145,Kevin Morales,Sales,Loss Prevention Officer,18445,8779.0,2021-09-29,Active,Amyside,76045.56
13374,Timothy Davis,Front End,Department Lead,16398,2346.0,2025-03-05,Active,Ballardmouth,54163.67
16119,Paul Mcbride,Customer Service,Assistant Manager,24310,1618.0,2025-07-24,Active,Shelleychester,82226.16
14453,Nicole Paul,Front End,Stock Clerk,22985,365.0,2021-07-03,Active,North David,75278.51
9455,Terry Jacobson,Loss Prevention,Sales Executive,23069,8620.0,2017-07-03,Active,Williamsfurt,34220.07
12414,Brenda Mcclain,Loss Prevention,Merchandiser,9441,1721.0,2018-05-30,Active,South Michaelfort,58502.06
16890,Donna Sherman,,Stock Clerk,5767,14811.0,2015-09-05,Active,South Nicholasmouth,28266.57
3327,Jennifer Griffin,Loss Prevention,Sales Executive,21004,1450.0,02/03/2023,Active,Michellefurt,58522.03
14269,Michael Davis,Sales,Stock Clerk,28992,7886.0,2019-01-12,Terminated,West Tracytown,19551.01
2042,Penny Hamilton,Sales,Department Lead,9173,1410.0,2021-01-20,Active,North Lisafort,54694.87
26278,Mr. Jonathan Marshall,Management,Loss Prevention Officer,29367,1748.0,2022-02-05,Active,Lewismouth,67667.86
14938,Nancy Mcdowell,Management,Department Lead,7595,8126.0,2019-09-01,Active,Port Michael,28444.71
6324,Gerald Lee,Loss Prevention,Loss Prevention Officer,13258,2644.0,2021-03-16,Active,Lake Josephmouth,29939.54
10501,Martin Hughes,Stockroom,Customer Service Rep,18222,8910.0,2021-09-19,On Leave,New Jenniferview,54267.44
22711,David Young,Sales,Sales Executive,3407,4806.0,2024-12-12,Active,Mcconnellside,49178.79
6392,Ryan Carroll,Sales,Loss Prevention Officer,16904,4512.0,2023-02-20,ACTIVE,Johnville,86520.83
9184,Tracy Walker,Customer Service,Customer Service Rep,8523,8320.0,2024-05-03,Active,Ruizfurt,61579.39
15285,Linda Weber,Management,Department Lead,85,14494.0,2024-12-19,Active,Olsonport,45219.02
18515,Anthony Reyes,Management,Assistant Manager,13577,11118.0,2015-06-07,Active.,Port Austin,87834.51
27477,Andre Wheeler DDS,Stockroom,Assistant Manager,4254,14631.0,2019-04-23,Active,Warnermouth,79669.56
5542,Michael Ayala,Sales,Loss Prevention Officer,23376,3074.0,2026-04-25,Active.,Davisland,40948.03
11408,Phillip Pierce,Customer Service,Stock Clerk,1237,7204.0,2024-07-25,Active,Philipport,56805.43
16032,Anthony Washington,Stockroom,Assistant Manager,29764,6316.0,2025-09-21,Active,North Christie,40874.17
8137,Stephanie Acosta,Front End,Department Lead,19951,6689.0,12/04/2021,Terminated,Port Christopher,42178.79
28699,Kayla Lopez,Loss Prevention,Assistant Manager,7061,24256.0,03/12/2020,Active,Woodville,94700.03
23522,Mr. Chad Owen MD,Sales,Sales Executive,26613,18511.0,2020-07-28,Terminated,Cruzhaven,18954.18
24251,  Victoria Smith  ,Loss Prevention,Customer Service Rep,9514,2628.0,2016-03-31,Active,New Eric,
22939,  Sandra Walker  ,Management,Store Manager,19432,6185.0,2020-03-14,Terminated,Samuelbury,47951.73
19931,Henry Watkins,Sales,Customer Service Rep,18899,9422.0,2020-09-03,Active,Garzaborough,36857.57
29838,Ryan Paul,Customer Service,Stock Clerk,5592,11554.0,02/04/2023,Active,Jessicahaven,48191.21
19988,Charles Miller,Management,Department Lead,2210,2808.0,2019-12-31,Terminated,East Melissa,39425.77
27871,Kelly Carney,Customer Service,Merchandiser,12471,22147.0,2024-01-16,Active,Tranburgh,82389.93
21327,Michael Obrien,Loss Prevention,Stock Clerk,5759,5113.0,2018-09-08,Active,East Jonmouth,51686.05
25335,Samantha Hampton,Front End,Customer Service Rep,26551,22784.0,05/03/2022,Active,Cohenborough,74291.25
29986,James Lopez,Sales,Loss Prevention Officer,14817,711.0,2015-06-10,Terminated,Montgomeryshire,77853.96
17257,Molly Pope,Management,Department Lead,15174,3881.0,2025-01-23,Active,New Kevin,38684.73
2738,Cynthia Tran,Loss Prevention,Merchandiser,27721,1596.0,2020-05-11,Active,West Erinmouth,94455.3
7360,Dr. Daniel Walker MD,Loss Prevention,Merchandiser,1358,1587.0,,On Leave,Rileychester,27870.69
